username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
AnaPaul22193672,2018-10-28 20:29,9,23,# brasilacimadetudodeusacimadetodos ... ei aqui @ amazonas povo so comemorando # elesim,,@no,# #,"1,05668933311633E+018",https://twitter.com/AnaPaul22193672/status/1056689333116329984
Lidiane84753240,2018-10-28 20:08,19,40,vencemos nacao venceu corrupcao # bolsonaro17 # bolsonaropresidente # brasillivredopt,,,# # #,"1,056684069076E+018",https://twitter.com/Lidiane84753240/status/1056684069076000769
Lucidi,2018-10-28 20:05,3,14,god bless brazil ! ! ! im so proud of our people today . # bolsonaropresidenteeleito # bolsonaro17 # novaera17,,,# # #,"1,05668335504192E+018",https://twitter.com/Lucidi/status/1056683355041918976
Angel_for_Mercy,2018-10-28 20:02,1,1,my elected presidential candidate ... .. # bolsonaro17 ... .yyyyhhhhaaaa,,,#,"1,0566826311847E+018",https://twitter.com/Angel_for_Mercy/status/1056682631184703489
carvalho_doglas,2018-10-28 19:47,2,9,hey guys # b17 # bolsonaropresidente,,,# #,"1,05667891104684E+018",https://twitter.com/carvalho_doglas/status/1056678911046836224
aguiar_pedro1,2018-10-28 19:47,4,261,tristes vitoria bolsonaro # b17,,,#,"1,05667888518895E+018",https://twitter.com/aguiar_pedro1/status/1056678885188947969
jotampess,2018-10-28 19:40,0,5,17 nelessss ! ! ! # elesim # novaera17,,,# #,"1,05667713118971E+018",https://twitter.com/jotampess/status/1056677131189710848
lala_zita,2018-10-28 19:34,10,21,vencemos ! ! ! ! ! ! ! ! # bolsonaro17 # bolsonaropresidente # b17,,,# # #,"1,05667551368149E+018",https://twitter.com/lala_zita/status/1056675513681485824
Schwanzlurchs,2018-10-28 19:26,0,0,"genau , is klar . wir sehen uns hier in 4 jahren und ich lache dich aus . # b17 in dein face",,,#,"1,05667366127557E+018",https://twitter.com/Schwanzlurchs/status/1056673661275570181
janapandolfo,2018-10-28 19:18,78,154,dito feito ! ! ! # b17,,,#,"1,05667146651795E+018",https://twitter.com/janapandolfo/status/1056671466517946368
cnmendss,2018-10-28 19:09,0,2,ihuuul # b17 # mudabrasil17,,,# #,"1,05666919749168E+018",https://twitter.com/cnmendss/status/1056669197491679234
alan_robson22,2018-10-28 18:26,25,67,"teresa surita , agredida esquerdista jalser renier nao aceitou apoio mesma bolsonaro ! cade feministas esquerda defender teresa agora ? # bolsonaro17 # apesardoptobrasilvaivencerb17",,,# #,"1,05665837073904E+018",https://twitter.com/alan_robson22/status/1056658370739036160
Helena23072002,2018-10-28 17:23,0,1,"keep crying , loser ! ! ! # bolsonaro17",,,#,"1,05664266523897E+018",https://twitter.com/Helena23072002/status/1056642665238970369
bolsoppa,2018-10-28 17:17,18,43,vote consciente kim namjoon . # elesim # obrasilvota17 # novaera17,,,# # #,"1,05664116101053E+018",https://twitter.com/bolsoppa/status/1056641161010528256
rcp01,2018-10-28 16:47,64,103,pt nunca ! socialismo nunca ! # bolsonaropresidente17,,,#,"1,05663360771917E+018",https://twitter.com/rcp01/status/1056633607719174148
meltedvideosbr,2018-10-28 15:51,88,223,senhora livrai-nos bolsa coco # b17,,,#,"1,05661956539075E+018",https://twitter.com/meltedvideosbr/status/1056619565390749697
LeleSouza__,2018-10-28 14:50,0,1,ein # bolsonaropresidente17 # obrasilvota17,,,# #,"1,05660400722402E+018",https://twitter.com/LeleSouza__/status/1056604007224016901
PatrickD4511,2018-10-28 13:34,87,282,"ja dei abraco vitoria brasil acima tudo , deus acima todos # obrasilvota17 # mudabrasil17 @ jairbolsonaro # bolsonaropresidenteeleito # bolsonaropresidente # bolsonaro17 patrickdorneles # umraronocongresso # doencasraraspic.twitter.com/hdxnawwqbm",,@,# # # # # # #,"1,05658509049776E+018",https://twitter.com/PatrickD4511/status/1056585090497761280
Francischini_,2018-10-28 13:31,93,606,rasil acima tudo deus acima todos # bolsonaro17 # delegadofrancischini,,,# #,"1,05658418717882E+018",https://twitter.com/Francischini_/status/1056584187178819588
alainetavares91,2018-10-28 13:28,76,288,"# obrasilvota17 irma , lutando brasil melhor ... joao pessoa , nordeste # bolsonaro17 tmj",,,# #,"1,05658345881282E+018",https://twitter.com/alainetavares91/status/1056583458812821510
